总字数:26954, 共2624个单词
  序号  单词                 次数   万分比   翻译                  
  1867  inferior                1        0   a. 次等的,较低的,不如;       
  1868  spine                   1        0   n. 背骨,脊柱,尖刺;         
  1869  swain                   1        0   n. 乡下的年轻人; 情郎        
  1870  mosquito                1        0   n. 蚊子;               
  1871  step                    1        0   n. 步骤,步,踏级;v. 踏,以步测量; 
  1872  disgust                 1        0   n. 厌恶,嫌恶;v. 令人厌恶;    
  1873  shovelnose              1        0   n. 铲鲨;               
  1874  base                    1        0   n. 基底,垒;v. 以...作基础;  
  1875  volunteered             1        0                        
  1876  sturdy                  1        0   a. 强健的,健全的;          
  1877  folding                 1        0   a. 折叠的;              
  1878  comparatively           1        0   ad. 比较地,相当地,多少;      
  1879  stepping                1        0                        
  1880  preparation             1        0   n. 准备,预备,药剂;         
  1881  fitzgerald              1        0                        
  1882  caribbean               1        0                        
  1883  price                   1        0   n. 价格,代价,价值;v. 定...的价格; 
  1884  dresses                 1        0                        
  1885  teetered                1        0                        
  1886  dizzy                   1        0   a. 晕眩的,眼花撩乱的;v. 使...晕眩; 
  1887  re-baited               1        0                        
  1888  imagination             1        0   n. 想像,幻觉,想像力;        
  1889  resistance              1        0   n. 抵抗力,反抗,反抗行动;      
  1890  fail                    1        0   v. 失败,辜负,缺少;         
  1891  hard-feeling            1        0                        
  1892  braked                  1        0                        
  1893  tinted                  1        0                        
  1894  humiliating             1        0   a. 丢脸的,耻辱的,羞愧的;      
  1895  word                    1        0   n. 字,话,消息;           
  1896  steel                   1        0   n. 钢,钢制品;a. 钢的;v. 使...坚如钢; 
  1897  spain                   1        0                        
  1898  steep                   1        0   n. 浸,浸液;a. 险峻的,陡峭的;v. 浸,渍; 
  1899  seize                   1        0   v. 抓住,突然抓住;          
  1900  self-defense            1        0                        
  1901  throwing                1        0                        
  1902  naturally               1        0   ad. 自然地,以自然力,天生地;    
  1903  beans                   1        0                        
